user,location,gender,followers,text,created_time,comments,good
余承东,广东 广州,m,6864824,今天华为正式发布由我们自主研发的，目前业界最高性能ARM-based处理器——鲲鹏920（Kunpeng 920），创造计算性能新纪录！今天同步推出的还有基于鲲鹏920的TaiShan服务器和华为云服务，华为将从硬件、基础软件和应用三个层面发力，积极构建开放、合作、共赢的ARM生态环境！[作揖][作揖] ​,Mon Jan 07 12:43:36 +0800 2019,418,1674
张新成,北京,m,3472489,"一切都会消逝
一切又都会卷土重来
得失心太强
会累
不如静下心来想想
what makes you so special ​",Sun Jan 06 20:19:02 +0800 2019,2391,16437
艺考直通车,广东 广州,f,40048,【#艺术升垄断报考#？学生狂吐槽】有学生称，“艺术升”垄断了艺术生十几所院校的报考通道，但其用户体验却非常不好，在今天的报名中，艺术升崩溃了，学生无法报名，致使#70万艺考生丧失报名资格#？学生称，艺术升的vip卡，单价598元，但体验也非常不好。你怎么看？你报名成功了吗？[思考] ​,Sun Jan 06 20:17:47 +0800 2019,1472,8477
伊能靜,台湾 台北市,f,17816003,"看到有妈妈说点开我的微博，太多孩子的消息，实在没办法承受，取关了。

米粒妈特别能理解，每一次在鬼门关前抢孩子，晚上也常常难受的睡不着。

米粒一点点小毛病，我就心疼极了，将心比心，这是再难承受，也没有停止希望能救一个是一个的决心。

世间为什么有亲情这么美好的关系，又为什么有亲情这么 ​",Sun Jan 06 20:27:06 +0800 2019,1270,2275
龚凯杰,上海,m,1833446,马云，了不起的人物[good] ​,Sun Jan 06 16:01:41 +0800 2019,115,2409
芒果捞小萌主,海外,m,1785120,"#知否预告# 赵丽颖、朱一龙《知否知否应是绿肥红瘦》知否21、22预告：郡主没有给齐衡提亲，是让小公爷认盛家的妹妹为嫡妹妹？[拜拜]
祖母让明兰认小公爷做嫡哥哥
明兰：兄长在上请受小妹礼拜，小公爷心里不是滋味[泪]
知否19、20 http://t.cn/EG9dpA8 ​",Sun Jan 06 21:58:54 +0800 2019,1882,6755
艺股,广东,m,499146,好戏才刚开始，坚定持有翻倍不是梦，口号喊起来[给力][给力][给力] ​,Mon Jan 07 10:54:31 +0800 2019,97,770
布尔费墨,上海 徐汇区,m,340336,"1、丁克的老年人，很有可能会出现生活没有希望，丧失精神寄托的情况。

2、丁克老年人的储蓄，要面临法币滥发引发的通货膨胀的巨大风险。

3、而且对于一个女性来说，选择丁克生活的风险，要大于一个男性这样做的风险。 http://t.cn/EGpbZ1T ​",Mon Jan 07 08:00:02 +0800 2019,480,498
圈内大神,上海 黄浦区,f,5523447,不得不说#石原里美戴贝雷帽也太好看了#！回顾女星打扮，贝雷帽真的是女星最爱帽子没有之一，当然#美女戴贝雷帽 我戴贝雷帽# ​的区别可能就出在脸上[允悲] ​,Sun Jan 06 16:44:58 +0800 2019,1626,6162
Hey-look-here,海外,f,1723038,五官中最满意的是哪部分 请晒一下 ​,Mon Jan 07 12:46:09 +0800 2019,4928,853
LAMJI_海龙包,北京 东城区,f,5148,"#朱一龙[超话]# [爱你]#朱一龙2019相伴相守# 
新闻当事人专访官方完整版本。朱一龙真的很好，每次看专访都是一种享受，感觉整个人都要跟着沉静升华的感觉。就真的特别喜欢看他的专访，我是专访入坑的[加油][加油][加油]有一起的吗？？
@朱一龙 http://t.cn/EG9SI5z ​",Sun Jan 06 21:14:31 +0800 2019,1060,4090
德卡先生的信箱,其他,m,13389358,“这个世界很棒，你想要的，它全都有。” ​,Sun Jan 06 23:10:47 +0800 2019,690,9278
再別話,海外 法国,m,33867,#朱一龙[超话]# 凭什么只有他像个笑话。 ​,Sun Jan 06 22:09:52 +0800 2019,2747,5366
冯绍峰,北京,m,23163962,本瞎已退团，二叔准备去营业搞事业了[酷] ​,Mon Jan 07 14:37:33 +0800 2019,3714,14779
happy热哥,浙江 杭州,m,1051360,最反感这种狗仗人势，还有这些明星什么玩意，好像商场是你们家开的，太特么把自己当回事，考虑过正常逛街的人没有？竟然那么怕死，就别出来，回家先学会如何做人先[鄙视]http://t.cn/EGOzAgj ​,Mon Jan 07 12:14:49 +0800 2019,578,239
李大霄,广东 深圳,m,4676956,中国股市底部已经到来 http://t.cn/EGOhXFq ​,Mon Jan 07 12:11:16 +0800 2019,356,193
喵星人的喵星球,北京 东城区,f,8986672,妈，顺毛顺错地方啦！ ​,Sun Jan 06 20:23:31 +0800 2019,639,3556
神奇动物小只猪,广东,m,1411049,"我真的被这波操作笑死了，复联各位主创亲自演示，什么叫实力尬吹彩虹屁！

当小朋友们画的漫威形象实在是看不出来是啥，为了不打击小朋友们，那也要强行夸起来[笑cry] ​",Sun Jan 06 18:43:22 +0800 2019,598,6752
读史知天下,河南,m,490133,#读史知天下[超话]# 狼牙山五壮士跳崖后，追踪五壮士的日军小队长被深深震撼，他叫茅田幸助，他命令士兵对天开枪，打光全部子弹，摘下军帽，深深鞠躬。但这一幕被人举报了。茅田幸助被撤职押回国内受审。军事法庭判其终身监禁。茅田幸助被终身流放到一座荒岛上，只给了他半年粮食和一把佩刀。茅田幸助 ​,Sun Jan 06 19:21:25 +0800 2019,657,1061
番新追,海外 日本,f,944577,《3年A班 -现在开始，全员人质-》中日双语01回：http://t.cn/EGN00zi [菅田将晖/永野芽郁/片寄凉太/川荣李奈/上白石萌歌/萩原利久/今田美樱/福原遥/神尾枫珠/铃木仁/望月步/堀田真由/富田望生/佐久本宝/古川毅/若林时英/森七菜/秋田汐梨/今井悠贵/箭内梦菜/新条由芽/日比美思/三船海斗/横田真悠/大原优 ​,Mon Jan 07 05:17:55 +0800 2019,551,3128
CLQDTMSTS,其他,m,278884,今年都给我笑！ ​,Sun Jan 06 20:59:38 +0800 2019,9694,13248
林三劫,辽宁 沈阳,m,735403,"#2018年度渣男#
1-9级渣男等级对照表，你身边有这种渣男吗？ ​",Sun Jan 06 16:46:31 +0800 2019,1214,4283
YouTube精选,海外 其他,m,14715688,【2018外网萌狗盘点】感谢狗狗给我们带来的快乐和温暖啊~[米奇比心](bgm：The Brazen Youth  YTB: WeRateDogs) http://t.cn/EG9PMGX ​,Sun Jan 06 20:16:31 +0800 2019,409,1989
袁立,其他,f,15044046,认真如我 ​,Mon Jan 07 07:41:09 +0800 2019,192,2070
英国那些事儿,海外 英国,m,8681155,猎鹰9号发射时的长曝光照片。火箭的路径和水中的倒影，仿佛把空间分割了一般......cr:johnkphotos ​,Sun Jan 06 18:53:52 +0800 2019,162,4500
大锅只是喝醉,广东,m,6989165,竟然轮流偷看阿强洗澡[并不简单] ​,Mon Jan 07 11:17:59 +0800 2019,1066,3678
带带大师兄,四川,m,1193506,@黑猫警长Giao哥 认识新朋友很开心，还拍了视频[坏笑] ​,Sun Jan 06 17:26:52 +0800 2019,5884,9988
波杰克马克,海外 美国,m,2874903,#初恋邀请你参加婚礼#发现结婚对象你现任的妈妈..... ​,Sun Jan 06 21:33:47 +0800 2019,2886,8665
孙e兴的bot,海外 俄罗斯,m,228478,"今晚最后一条说说兴兴卖惨这件事。
其实洗白大会的老观众都知道，这节目就是吐槽着开玩笑的。
兴兴的承受能力太差了，一直尴尬难受的表情看的我都浑身不舒服。实在是太玻璃心了。

其实兴兴根本没有到全网黑的程度。
我们大家一没辱骂他，二没编料跟风黑。
我从兴兴粉丝那里搬运综艺视频采访视频，发兴 ​",Sun Jan 06 22:00:23 +0800 2019,4330,9540
一个有点理想的记者,北京,m,2530397,全国所有城市的监管部门都必须动起来，去严打坑害老百姓的骗子神药，把那些传销骗子组织者都抓起来，依法严惩！哪个市不动，这个市长就不称职，就不是真正为老百姓谋福祉的市长，就是人民的敌人！ ​,Mon Jan 07 11:34:47 +0800 2019,121,534
祝羽捷,海外,f,606848,"两个人的感情真的就是两个人的事情。拿出来晒和拿出来撕，都挺没意思的。爱情就像是两个人发现了一瓶蜂蜜，拿勺子你一口我一口偷偷吃，根本不想去跟别人解释有多么甜蜜。若感情真到了尽头，又何必拿出最不堪的一面示人，像是在展示呕吐物，其实没有人真的同情都是在看笑话罢了。
#张雨绮回应# ​",Sun Jan 06 22:31:27 +0800 2019,350,2902
江小爬LOVE,浙江 绍兴,f,5889180,[太阳] ​,Mon Jan 07 13:21:25 +0800 2019,232,4361
新剧不能停,北京 东城区,m,6949465,"知否预告 #赵丽颖[超话]# #朱一龙[超话]# 【《#电视剧知否知否应是绿肥红瘦# 》第21-22集抢先看！——小公爷让母亲去提亲   母亲却让小公爷认明兰做亲妹妹！明兰含笑拜齐衡：“兄长在上，请受小妹礼拜！”】
我们纯真的小公爷啊，这下被彻底断了念想，要提亲的六姑娘成了亲妹妹！
小公爷满心欢喜等着母 ​",Sun Jan 06 22:04:36 +0800 2019,1455,3101
马未都,北京,m,2340544,我在观复嘟嘟里讲过保罗-盖帝，我最后说如果到美国洛杉矶的话，一定抽出半天时间去一下山顶上的盖帝博物馆，美不胜收，人生难得的艺术享受。我录观复嘟嘟时全凭记忆，但这次又去发现两个记忆错误，一是保罗～盖帝的雕像是头像不是全身像，二是盖帝博物馆里还是有很小数量的中国外销瓷。在这里向各位致 ​,Mon Jan 07 06:04:44 +0800 2019,340,1310
鲮鲤少女,上海 黄浦区,f,6864705,"15句戳心的网易云音乐热评 [伤心]

1.你永远不知道那些一见你就会笑的人有多喜欢你

                     ——《close your eyes 》

2.曾经有个人说要保护我，可后来的大风大浪都是他给的。
                    
                        ——《遥不可及的你》

3.“爱你的人和你爱的人你选那个？” ​",Sun Jan 06 19:01:40 +0800 2019,208,4483
一条,上海 黄浦区,m,9764306,【#全中国吃过最多水果的男人#】1988年出生的杨晓洋，新加坡留学，曾是一名工程师。2013年，他不顾家人反对，辞职跑到山里做水果猎人，穿梭在雨林中猎寻水果，至今已去过大小几百个雨林，吃过600多种水果。每拿起一个水果，就能说出它的所属科目，简直是一本活的水果百科全书。http://t.cn/EGpb0t2 ​,Mon Jan 07 08:02:06 +0800 2019,333,2025
Elsa大姐姐,北京 东城区,f,2073147,"直接赞赞赞赞！！
揪一位幸运鹅 送这支Mac 316💄
一定要关.注我呀！明天开✨ ​​​",Sun Jan 06 21:02:03 +0800 2019,413,11269
吃瓜群众CJ,海外 美国,m,10498233,李诞应该是今晚吐槽大会上最狠的人了，把张艺兴的努力人设还有音乐成绩都吐槽了一遍，连“莲言莲语”都来了，这么拼吗！感觉张艺兴脸色都变了。[哆啦A梦吃惊] http://t.cn/EG9CKPU ​,Sun Jan 06 21:17:13 +0800 2019,1642,1856
刘春,北京,m,10245840,长者问我在干嘛，我说原来的买卖不行了，股票也赔个底儿掉，重新回媒体搬砖了。他瞪着牛大的眼睛吼道：叫你买房你不买，叫你买小户型的学区房你不买，你活该！然后，一仰脖子呵呵大笑起来。 ​,Sun Jan 06 21:07:56 +0800 2019,424,1124
EYESTORE,海外 其他,m,2967169,《Fudge》2019.1月号，街拍特集，巴黎&伦敦女孩的日常风格。 ​,Sun Jan 06 22:39:04 +0800 2019,115,2846
DC大叔,海外 美国,m,9339865,OMG！有人喊Timothée Chalamet “甜茶”，甜茶马上听出来了，马上回应 - http://t.cn/EGpmYag ​,Mon Jan 07 09:37:31 +0800 2019,508,3292
捡书博士,广东,m,1760588,"我媳妇问我，在我们感情遇到问题，吵架后，你想过离婚吗？
我说，想过。
我媳妇问，几次？
我说，每一次。
我媳妇问，为什么不直接去民政局离了？
我说，民政局附近没啥好吃的饭店。

我媳妇问，这都啥关系？
我说，你自己什么人，你心里没数吗？要是那里没有好吃的饭店，你能去？以前上班的时候，人事 ​",Sun Jan 06 22:01:03 +0800 2019,568,4348
星闻揭秘,海外 美国,f,5597355,"知否预告 知否21 22预告（网络版） 赵丽颖冯绍峰朱一龙知否知否应是绿肥红瘦预告 郡主没有给齐衡提亲，却让小公爷认盛家的妹妹为嫡妹妹[伤心]明兰和祖母离开汴京？小公爷前来道别【我一直都惦记你】~明兰落水戏来了，顾二爷救了明兰 心疼明兰啊[泪]
明兰：我明白小公爷的难处，大约是福分浅，小公爷不 ​",Sun Jan 06 21:09:16 +0800 2019,1601,7747
赵奶奶风水命理,广西 桂林,f,7167870,"今日大凶，犯太岁日诸事不宜 。
宜拆卸  扫舍 ；不宜安门  开业  开仓  出财  求财 🙏 ​​​​
肖鸡，肖牛，肖羊，肖猴，肖鼠，肖虎的人运势较为顺畅 。
转走祥瑞之兽， 镇宅  辟邪  挡煞     #祈福许愿# ​",Mon Jan 07 07:30:03 +0800 2019,277,1207
陈数,北京 朝阳区,f,7211190,#幕后之王# 郁海伦今晚上线，有没有人想来星天娱乐工作的，举手示意下，今晚在线看简历。[握手] ​,Mon Jan 07 11:34:51 +0800 2019,647,2250
韩国me2day,海外,m,20234911,"【YouTube】在昨日(6日)进行的<第33届金唱片>中#防弹少年团[超话]# #金泰亨[超话]#亲切的为缺少座位的nuestw搬来椅子,还不忘把椅子搬回原位.这么暖心的爱豆到哪里找啊,为金泰亨点赞~ http://t.cn/EG0rVP7 ​",Mon Jan 07 11:51:11 +0800 2019,841,8404
kanahoooo,其他,f,3742864,"虽然我自己算半个不婚主义，但还是挺羡慕那些25岁之前不因为任何外界原因，自主选择这么早就结婚的朋友的。因为我认识多数朋友或者同学25岁前就结婚的原因大概率是女方怀了宝宝。也不是说「怀孕才结婚」这么无可奈何，怀孕是意外，安定下来的心已经有了，就这么顺水推舟的走入了婚姻。
但是25岁前自主 ​",Sun Jan 06 20:39:19 +0800 2019,1217,4245
丁一晨DYC,北京,f,7814800,"#猪年限定#小姐姐头像第二波！
用上了记得给老妹儿来个转花呀！
头像是给大家用的福利，
是给喜欢我们的人的福利。
不是不是让小X书和X音、营xiāo号什么玩意的
赚取流liàng和广gào的。
盗版更是给我退散退散退散！
#丁小点漫画[超话]# ​",Mon Jan 07 08:48:26 +0800 2019,361,3308
黄致列HCY,海外 韩国,m,5078565,穿很多衣服吧? ​,Mon Jan 07 11:11:52 +0800 2019,3828,3895
搜达足球,北京 海淀区,m,5274207,"【2019年，《足球俱乐部》正式休刊[悲伤]】
我们关于足球的记忆，都始于一个星光熠熠的时代。
现在，要和这本陪伴我们度过25个年头的老朋友，说再见了。 ​",Mon Jan 07 12:37:06 +0800 2019,403,241
戏精牡丹,四川 成都,m,3491004,今晚八点 不见不散。（新年第一哭准备好） ​,Mon Jan 07 14:21:37 +0800 2019,960,4222
叶荣添,北京,m,1122969,发表了博文《泡沫再起，春季攻势目标2900点！》泡沫再起，春季攻势目标2900点！一切都在按照预期在进行，2018年最后一篇文章，我提出了2019年的展望就是8个字：新低，拉升，下探，崩盘。目前第一个http://t.cn/EG9C9t7 ​,Sun Jan 06 21:21:38 +0800 2019,194,841
是cici姐姐,北京,f,911777,"赞赞赞！
揪一个宝送m.Ac新春限定小辣椒！
点上关主，明天开！ ​",Sun Jan 06 19:00:45 +0800 2019,617,10585
中国书画诗词院,北京,m,3038869,【  众志成城 …  】 ​,Mon Jan 07 06:06:03 +0800 2019,156,982
上海老梁_微博,上海,m,3847301,"1月7日，看盘笔记

今日，早盘将高开，盘中高走—回落—再高走，然后震荡，尾盘收阳概率大，喜庆的一天。 ​",Mon Jan 07 09:23:12 +0800 2019,300,1346
陈·橘,海外 新加坡,f,300943,想说的太多又不知道从何说起因为经历了太多，那就献上简陋的年度爱用吧，准确的说是下半年度，上半年爱用啥我都不记得了，时而专情时而渣男的我。工作原因几乎每天在试不同的东西所以想用出点痕迹真的太难了🥺 但提到的基本都是出门会想着带在化妆包里的宠妃们 2019 继续爱化妆品的新一年 ​,Sun Jan 06 18:49:21 +0800 2019,1341,4357
明星关注,香港,f,1548005,昨天Q China 2018年度音乐盛典，#冯提莫和3unshine粉丝battle# 现场喊的撕心裂肺，这一波打call太6666http://t.cn/EG925Tp ​,Mon Jan 07 11:32:41 +0800 2019,1473,2934
_老番茄_,上海 浦东新区,m,1182319,评论抽五个，每人送一箱草莓牛奶🙃🙃🙃🙃下周一开奖 ​,Sun Jan 06 18:04:14 +0800 2019,14302,5761
呆十三,其他,m,18095308,“我家的羊为什么这么蠢？？？” http://t.cn/EGOxmCh ​,Mon Jan 07 13:01:18 +0800 2019,877,2066
草莓牛奶味的Haru,海外 其他,f,983801,"赖冠霖开ins啦히히히히！！！！！！！ 
“我赖冠霖将会战胜任何一切的难题”💪！ ​",Mon Jan 07 11:19:33 +0800 2019,609,4908
A股侠女,海外 美国,f,1681947,喜鹊来报喜，好事必登门 ​​​~ 转发者一个月内定有好运[心] ​​​​​,Mon Jan 07 06:18:03 +0800 2019,59,577
北美小桥段,海外 美国,f,1649532,"如果说2018还有什么小美好，就是认识了这只世界上最可爱的小蜘蛛——Lucas[米奇比心]
卢卡斯至今为止所有的小视频都在这啦，14集。这一整年我们也算是看着他成长的叔叔阿姨了，从他讲话呜哩呜哩的口水音，到现在吐字清晰的小奶音。#最可爱小蜘蛛Lucas# 
感谢动画制作人Joshua 和给他配音的小可爱侄子 ​",Mon Jan 07 12:40:03 +0800 2019,367,1992
王恺同学,北京,m,213214,"来严肃地八卦一下张雨绮类型女明星。

写“鲁滨逊漂流记”的笛福曾经写过一个奇特女子“罗克萨娜”，十八世纪一个美貌的女子，因为贫穷做了房东的情妇，后来一路当了珠宝商的情妇，国王的情妇，之后又离开国王找了很多情人，罗克萨娜的理论是，女人和男人一样，生而自由，不能结婚，结婚就放弃了很多， ​",Sun Jan 06 23:19:48 +0800 2019,304,916
金浩森,浙江 杭州,m,4510911,"蓝色的济州岛，天气很好，风也很大，金老师也很认真[可爱]
#恋上冬日# ​",Sun Jan 06 17:09:01 +0800 2019,817,8273
新浪电视,北京 海淀区,f,7017353,"广电总局12月电视剧变更通报发布：
#易烊千玺[超话]# #雷佳音[超话]# 《长安十二时辰》60集变更为26集，#王大陆[超话]# #李沁[超话]# 《狼殿下》48集变更为58集，#张若昀[超话]# 《庆余年》52集变更为46集，#李晨[超话]# 《七日生》24集变更为32集，#刘涛[超话]# 《拼图》40集变更为52集，新版《八月未 ​",Mon Jan 07 11:29:53 +0800 2019,2516,3392
陶白白Sensei,广东 深圳,m,6016282,"下一篇轮到天秤座了。
可能所有人都觉得天秤就是一个老好人，不懂拒绝，没什么脾气，很少表达自己的主观意识。
但实际上，不懂拒绝并不代表接受了，在绝大多数时候，天秤的礼貌客气和亲近都只是一种本能反应而已。
就是只要不讨厌，他就是这么一副好相处的样子，跟谁都这样，并不是特指你。
正因为这一 ​",Mon Jan 07 12:41:16 +0800 2019,1332,2011
矢外戈,福建,m,202882,#女人的友谊 共同讨厌的人# 如果你也讨厌我讨厌的人 好了姐妹 干杯[干杯] ​,Mon Jan 07 07:19:55 +0800 2019,1350,4111
回忆专用小马甲,其他,m,35450815,我，出门六天，胖了8斤，没有比我更惨的吧[失望] ​,Sun Jan 06 17:15:02 +0800 2019,1942,5146
反裤衩阵地,北京 朝阳区,m,2042515,有试过三只猫一起跳上你的膝盖么？#今日发猫# ​,Sun Jan 06 20:08:39 +0800 2019,347,873
健身壹时代,北京,m,397076,"#脂肪的好处# 
【脂肪不但有好处，脂肪还分“好脂肪”与“坏脂肪”】
❤什么是好脂肪？
好脂肪就是“不饱和脂肪”，具有好脂肪的食物有“鱼”、“蛋”、“鲑鱼”、“鲭鱼”等鱼类，“橄榄油”、“亚麻籽油”、“鱼油”、“核桃”、“腰果”、“牛油果”都含有这些“好脂肪”。
好脂肪可以为人体提供的 ​",Mon Jan 07 11:06:43 +0800 2019,426,1463
记得,河北,m,410932,"​​​创意水果拼盘，可爱到舍不得吃 ！
#没卖出去的水果下班回家# ​",Sun Jan 06 23:32:32 +0800 2019,213,3751
青春影视小综,上海,f,612653,#欧阳娜娜 可爱##张艺兴表情管理# 欧阳娜娜在吐槽大会回应炒cp说“弄得我都不敢跟人同框了”，其实我一直觉得她只是cp体质[允悲]看节目就是一个被吐槽演技时害羞捂脸笑，吐槽张艺兴e不发音被“吓得”各种道歉的普通小姑娘，和沈玉琳的“康熙组”互动时都快被圈粉了，太乖了吧！ http://t.cn/EG9jIWQ ​,Sun Jan 06 21:33:02 +0800 2019,1212,9041
小野妹子学吐槽,海外 其他,m,18415712,课代表带你们更新一下知识：被李晨送过石头后来嫁兵哥哥的是张馨予，经常演硬汉演大将军的是张涵予，王思聪前女友是张予曦，第一届超女唱酸酸甜甜的是张含韵，演南方有乔木的是张艺馨，跳舞特别讲究balance的那个是张艺兴，袁弘媳妇即将生娃的是张歆艺，教你识别碎钻和前夫分了合合了分的是张雨绮。 ​,Sun Jan 06 20:52:15 +0800 2019,855,3449
